path	primary_phase	secondary_phases	disposition	evidence_refs	findings_refs	notes
apps/backend/src/openapi/orders-loop-reads.ts	16	05,06,07,08,09,10,14,21	reviewed-with-finding	loop-openapi-runtime-drift.txt; openapi-route-parity.txt	A4-016	Loop-native read OpenAPI reviewed; paymentMethod enum drift filed; OpenAPI route parity refreshed
apps/backend/src/openapi/orders-loop.ts	16	05,06,07,08,09,10,14,21	reviewed-with-finding	loop-openapi-runtime-drift.txt; openapi-route-parity.txt	A4-016	Loop-native create OpenAPI reviewed; status drift filed; OpenAPI route parity refreshed
apps/backend/src/openapi/orders-reads.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/orders.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/public-merchants.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/public.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/users-cashback-drill.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/users-cashback-history.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/users-dsr-orders.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/users-flywheel-rail.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/users-history-credits.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/users-pending-payouts-drills.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/users-pending-payouts.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/users-profile.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/users-stellar-trustlines.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/openapi/users.ts	16	05,06,07,08,09,10,14,21	reviewed-no-finding	openapi-route-parity.txt		OpenAPI registerPath file covered by runtime route parity scanner
apps/backend/src/orders/__tests__/handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/orders/__tests__/loop-get-handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/orders/__tests__/loop-handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/orders/__tests__/loop-list-handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/orders/__tests__/procurement-scheduling.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/orders/__tests__/procurement.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-with-finding	operator-pool-procuring-no-retry.txt; backend-domain-slice-tests.txt	A4-015	Procurement unit tests reviewed; operator-pool outage test asserts skipped but not retryable persisted state; backend domain slice evidence refreshed
apps/backend/src/orders/__tests__/repo.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/orders/__tests__/transitions.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-with-finding	phase 12; backend-domain-slice-tests.txt	A4-024	Tests assert fulfillment writes both spendable credit and pending payout for linked users; backend domain slice evidence refreshed
apps/backend/src/orders/barcode-fields.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/cashback-split.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/fulfillment.ts	09	10,12,13,16,18	reviewed-with-finding	phase 12; public-doc-current-feature-drift.txt; backend-domain-slice-tests.txt	A4-024,A4-035	Fulfillment credits user_credits, queues on-chain payout, and contradicts root README future-feature claim; backend domain slice evidence refreshed
apps/backend/src/orders/get-handler.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/handler-shared.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/handler.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/list-handler.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/loop-create-checks.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/loop-create-response.ts	09	10,12,13,16,18	reviewed-with-finding	loop-openapi-runtime-drift.txt; backend-domain-slice-tests.txt	A4-016	Loop-native create response builder reviewed; 503 response path compared to OpenAPI; backend domain slice evidence refreshed
apps/backend/src/orders/loop-handler.ts	09	10,12,13,16,18	reviewed-with-finding	loop-openapi-runtime-drift.txt; loop-order-denomination-validation.txt; web-loop-payment-method-gap.txt; loop-order-client-idempotency-gap.txt; backend-domain-slice-tests.txt	A4-016,A4-017,A4-040,A4-041	Loop-native create handler reviewed for statuses, auth, idempotency, FX, amount validation, payment-method contract, and client-key stability versus web UI; backend domain slice evidence refreshed
apps/backend/src/orders/loop-read-handlers.ts	09	10,12,13,16,18	reviewed-with-finding	loop-openapi-runtime-drift.txt; backend-domain-slice-tests.txt	A4-016	Loop-native read handlers reviewed; runtime returns full payment method enum; backend domain slice evidence refreshed
apps/backend/src/orders/loop-replay-response.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/procure-one.ts	09	10,12,13,16,18	reviewed-with-finding	operator-pool-procuring-no-retry.txt; loop-order-denomination-validation.txt; backend-domain-slice-tests.txt	A4-015,A4-017	Per-order procurement ladder reviewed; operator-pool outage retryability and bigint amount formatting risks filed; backend domain slice evidence refreshed
apps/backend/src/orders/procurement-asset-picker.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/procurement-redemption.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/procurement-worker.ts	13	09,10,11,12,17,19	reviewed-with-finding	phase 09; phase 13; backend-domain-slice-tests.txt	A4-015,A4-025	Worker tick/sweep startup reviewed; procurement retryability and first-tick health findings filed; backend domain slice evidence refreshed
apps/backend/src/orders/procurement.ts	09	10,12,13,16,18	reviewed-with-finding	operator-pool-procuring-no-retry.txt; backend-domain-slice-tests.txt	A4-015	Batch selection reviewed; tick only selects paid rows; backend domain slice evidence refreshed
apps/backend/src/orders/repo-credit-order.ts	09	10,12,13,16,18	reviewed-with-finding	phase 12; backend-domain-slice-tests.txt	A4-024	Credit-order path consumes user_credits that can remain after on-chain cashback payout; backend domain slice evidence refreshed
apps/backend/src/orders/repo-errors.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/orders/repo-idempotency.ts	09	10,12,13,16,18	reviewed-no-finding	loop-order-client-idempotency-gap.txt; backend-domain-slice-tests.txt		Backend idempotency scope reviewed; defect is unstable client key, not repository lookup logic; backend domain slice evidence refreshed
apps/backend/src/orders/repo.ts	09	10,12,13,16,18	reviewed-with-finding	loop-order-client-idempotency-gap.txt; backend-domain-slice-tests.txt	A4-041	Order create side effects reviewed; credit-funded duplicate submits would duplicate immediate debits if client sends distinct keys; backend domain slice evidence refreshed
apps/backend/src/orders/request-schemas.ts	09	10,12,13,16,18	reviewed-no-finding	phase-09-orders notes; backend-domain-slice-tests.txt	Legacy CTX create-order schema reviewed while comparing Loop-native amount validation	undefinedbackend domain slice evidence refreshed
apps/backend/src/orders/transitions-sweeps.ts	13	09,10,11,12,17,19	reviewed-with-finding	operator-pool-procuring-no-retry.txt; backend-domain-slice-tests.txt	A4-015	Stuck procurement sweep reviewed; stale procuring rows become failed; backend domain slice evidence refreshed
apps/backend/src/orders/transitions.ts	09	10,12,13,16,18	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain implementation covered by paired source/test inventory and domain slice run
apps/backend/src/payments/__tests__/asset-drift-watcher.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/payments/__tests__/fee-strategy.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/payments/__tests__/horizon-balances.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/payments/__tests__/horizon-circulation.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/payments/__tests__/horizon-trustlines.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/payments/__tests__/horizon.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/payments/__tests__/payout-submit.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/payments/__tests__/payout-worker.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/payments/__tests__/price-feed.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-with-finding	phase 10; backend-domain-slice-tests.txt	A4-020	Price-feed tests reviewed; fractional-cent XLM precision gap filed; backend domain slice evidence refreshed
apps/backend/src/payments/__tests__/stuck-payout-watchdog.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/payments/__tests__/watcher-scheduling.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	backend-domain-slice-tests.txt		Backend domain test file covered by 81-file / 1,034-test domain slice run
apps/backend/src/payments/__tests__/watcher.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-with-finding	phase 10; backend-domain-slice-tests.txt	A4-019,A4-021	Watcher tests assert no cursor write on empty page; cross-asset rejection coverage gap filed; backend domain slice evidence refreshed
apps/backend/src/payments/amount-sufficient.ts	10	12,13,17,18,19	reviewed-with-finding	phase 10; backend-domain-slice-tests.txt	A4-020,A4-021	Payment amount validation reviewed; XLM precision and cross-asset mismatch findings filed; backend domain slice evidence refreshed
